Master SKU,Style ID / Parent SKU,Size,Category,Loc,Child Remark,Parent Remark,Type
JOPLVL288-3XL,JOPLVL288,3XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
ROLY03A-XS,ROLY03A,XS,Western Top,Surat,Closed,Closed,Closed
JOPLLTRW2022-3XL,JOPLLTRW2022,3XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSRW5205-6XL,JOPLVSRW5205,6XL,Rw Salwar Suit,Surat,Platinum C,Platinum C,Live
JOPLST267-XXL,JOPLST267,XXL,Skd-St,Surat,Closed,Closed,Closed
JOPLVL210-XL,JOPLVL210,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR844-L,JOPLJPR844,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR4006-XL,JOPLJPR4006,XL,Tunics-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR791-M,JOPLJPR791,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR807-4XL,JOPLJPR807,4XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLRJN27-S,SKU DELETED,S,Sku Deleted,Surat,Closed,Closed,Closed
JOPLJPR7015-XXL,JOPLJPR7015,XXL,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLVL226-S,JOPLVL226,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLDI1072,JOPLDI1072,Free,Dress Material,Surat,Slow Moving,Slow Moving,Live
JOPLST236-XL,JOPLST236,XL,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR761-XL,JOPLJPR761,XL,Cotton Top,Jaipur,Platinum B,Platinum C,Live
JOPLCS110-XS,JOPLCS110,XS,Cord Set,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR4001-S,JOPLJPR4001,S,Tunics-Jpr,Jaipur,Slow Moving,Slow Moving,Live
ROLY04B-XL,ROLY04B,XL,Western Top,Surat,Closed,Closed,Closed
JOPLVL281-5XL,JOPLVL281,5XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR792-L,JOPLJPR792,L,Cotton Top,Jaipur,Platinum C,Platinum C,Live
JOPLVL241A-L,JOPLVL241A,L,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR602-L,JOPLJPR602,L,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLLTRW2023-XL,JOPLLTRW2022,XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVL279-6XL,JOPLVL279,6XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR837-L,JOPLJPR837,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR316-XS,JOPLJPR316,XS,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLJPR211-XXL,JOPLJPR211,XXL,"Maternity Gown  48""",Jaipur,Slow Moving,Slow Moving,Live
VRY09-XXL,VRY09,XXL,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLJPR2021-S,JOPLJPR2021,S,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLJPR5002-XL,JOPLJPR5002,XL,Crop Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLST211-S,JOPLST211,S,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR762-XL,JOPLJPR762,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSM5180,JOPLVSM5180,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR4028-L,JOPLJPR4028,L,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLNS4073,JOPLNS4073,Free,Saree,Surat,Closed,Closed,Closed
JOPLJPR129-L,JOPLJPR129,L,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL241-S,JOPLVL241,S,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLRJN29-XL,SKU DELETED,XL,Sku Deleted,Surat,Closed,Closed,Closed
JOPLJPR7005-XL,JOPLJPR7005,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR857-XL,SKU DELETED,XL,Sku Deleted,Surat,Closed,Closed,Closed
JOPLJPR124-3XL,JOPLJPR124,3XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSMRW4277-3XL,JOPLVSMRW4277,3XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR131-XXL,JOPLJPR131,XXL,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLVSRW4136-L,JOPLVSRW4136,L,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSRW5193-9XL,JOPLVSRW5193,9XL,Rw Salwar Suit,Surat,Platinum C,Diamond C,Live
JOPLJPR5001-L,JOPLJPR5001,L,Crop Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLST739-S,JOPLST739,S,Tunics-St,Surat,Closed,Closed,Closed
ROLY02B-XS,ROLY02B,XS,Western Top,Surat,Closed,Closed,Closed
JOPLJPR136-S,JOPLJPR136,S,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLLTRW2004-4XL,JOPLLTRW2004,4XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVL255B-L,JOPLVL255B,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLCS113-S,JOPLCS113,S,Cord Set,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR332-L,JOPLJPR332,L,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLJPR149-L,JOPLJPR149,L,Kurta-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW5176-5XL,JOPLVSRW5176,5XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR747-XL,JOPLJPR747,XL,Cotton Top,Jaipur,Platinum C,Platinum C,Live
JOPLNS4072,JOPLNS4072,Free,Saree,Surat,Closed,Closed,Closed
JOPLJPR64-L,JOPLJPR64,L,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR308-M,JOPLJPR308,M,"Dress 36""",Jaipur,Platinum C,Platinum B,Live
JOPLJPR69A-3XL,JOPLJPR69A,3XL,Kurta-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLST716-XL,JOPLST716,XL,Tunics-St,Surat,Closed,Closed,Closed
JOPLAI1010A,JOPLAI1010A,Free,Saree,Surat,Closed,Closed,Closed
JOPLJPR159B-M,JOPLJPR159B,M,Kurta-Jpr,Jaipur,New Listing,Platinum C,Live
JOPLVSRW4093-XXL,JOPLVSRW4093,XXL,Rw Salwar Suit,Surat,Diamond A,Platinum A,Live
JOPLPDPRW1006-8XL,JOPLPDPRW1006,8XL,Rw Salwar Suit,Surat,Platinum B,Platinum A,Live
JOPLVSM6104,JOPLVSM6104,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR159A-M,JOPLJPR159A,M,Kurta-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLJPR202-M,JOPLJPR202,M,"Maternity Gown  48""",Jaipur,Closed,Closed,Closed
JOPLJPR307-S,JOPLJPR307,S,"Dress 36""",Jaipur,Slow Moving,Slow Moving,Live
JOPLLTRW2007-4XL,JOPLLTRW2007,4XL,Rw Salwar Suit,Surat,Diamond B,Diamond C,Live
JOPLVSMRW4276-8XL,JOPLVSMRW4276,8XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR770-XL,JOPLJPR770,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR751-XL,JOPLJPR751,XL,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLST284-XXL,JOPLST284,XXL,Skd-St,Surat,New Listing,New Listing,Live
JOPLVSMRW3988-M,JOPLVSMRW3988,M,Rw Salwar Suit,Surat,Diamond A,Diamond B,Live
JOPLST276-M,JOPLST276,M,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR69B-XXL,JOPLJPR69B,XXL,Kurta-Jpr,Jaipur,Platinum A,Platinum B,Live
JOPLVSRW4093-9XL,JOPLVSRW4093,9XL,Rw Salwar Suit,Surat,Slow Moving,Platinum A,Live
JOPLST726-XXL,JOPLST726,XXL,Tunics-St,Surat,Closed,Closed,Closed
JOPLVSM5125,JOPLVSM5125,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLST287-3XL,JOPLST287,3XL,SKD-ST,Surat,New Listing,New Listing,Live
JOPLVSM3852,JOPLVSM3852,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR114-XL,JOPLJPR114,XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW4091-10XL,JOPLVSRW4091,10XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR334-XS,JOPLJPR334,XS,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLST223-L,JOPLST223,L,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR712-XS,JOPLJPR712,XS,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR43-L,JOPLJPR43,L,Kurta-Jpr,Jaipur,Diamond B,Diamond B,Live
JOPLVL274-XXL,JOPLVL274,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSM4172,JOPLVSM4172,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLRJN02-L,JOPLRJN02,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSM6106,JOPLVSM6106,Free,Dress Material,Surat,Closed,Closed,Closed
VRY10-M,VRY10,M,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLVL259-S,JOPLVL259,S,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLMD148D,JOPLMD148D,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR782-S,JOPLJPR782,S,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSRW1013-10XL,JOPLVSRW1013,10XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLST736-S,JOPLST736,S,Tunics-St,Surat,Closed,Closed,Closed
JOPLJPR7003-XXL,JOPLJPR7003,XXL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR740-XS,JOPLJPR740,XS,Cotton Top,Jaipur,Platinum C,Platinum C,Live
JOPLVSM4244,JOPLVSM4244,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLKS13-M,JOPLKS13,M,Kurta-St,Surat,Closed,Closed,Closed
JOPLVSRW4136-6XL,JOPLVSRW4136,6XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR509-S,JOPLJPR509,S,Kurta With Pant,Surat,Closed,Closed,Closed
JOPLVL261-XL,JOPLVL261,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW4002-8XL,JOPLVSRW4002,8XL,Rw Salwar Suit,Surat,Platinum A,Diamond B,Live
JOPLVSM4005J,JOPLVSM4005J,Free,Dress Material,Surat,Platinum C,Platinum C,Live
JOPLJPR790-XS,JOPLJPR790,XS,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW5225-5XL,JOPLVSRW5225,5XL,Rw Salwar Suit,Surat,Platinum C,Platinum C,Live
JOPLRJN10-L,JOPLRJN10,L,Skd-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLSRS1112A,JOPLSRS1112A,Free,Saree,Surat,Closed,Closed,Closed
JOPLNS4027B,JOPLNS4027B,Free,Saree,Surat,Closed,Closed,Closed
JOPLVSRW5218-M,JOPLVSRW5218,M,Rw Salwar Suit,Surat,Platinum C,Platinum B,Live
JOPLVL242-3XL,JOPLVL242,3XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5232-XXL,JOPLVSRW5232,XXL,RW Salwar suit,Surat,Launch Phase,Launch Phase,Live
JOPLRJN19-L,JOPLRJN19,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
ROLY04A-XXL,ROLY04A,XXL,Western Top,Surat,Closed,Closed,Closed
JOPLVSRW4082-L,JOPLVSRW4082,L,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLPDPRW1058-XL,JOPLPDPRW1058,XL,Rw Salwar Suit,Surat,Diamond A,Diamond A,Live
JOPLRPP1001,JOPLRPP1001,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR738-XL,JOPLJPR738,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVL294-M,JOPLVL294,M,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL263-M,JOPLVL263,M,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVL288-XL,JOPLVL288,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR743-XXL,JOPLJPR743,XXL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSRW5215-4XL,JOPLVSRW5215,4XL,Rw Salwar Suit,Surat,Slow Moving,Platinum C,Live
ROLY03B-XS,ROLY03B,XS,Western Top,Surat,Closed,Closed,Closed
JOPLVL282-6XL,JOPLVL282,6XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR2004-S,JOPLJPR2004,S,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLVL299A-L,JOPLVL299A,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR132-L,JOPLJPR132,L,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLST745-XL,JOPLST745,XL,Tunics-St,Surat,Closed,Closed,Closed
JOPLVSRW4114-L,JOPLVSRW4114,L,Rw Salwar Suit,Surat,Platinum A,Diamond C,Live
JOPLJPR775-XL,JOPLJPR775,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLST504-XXL,JOPLST504,XXL,Tunics-St,Surat,Closed,Closed,Closed
JOPLLT7024,JOPLLT7024,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR10-L,JOPLJPR10,L,Kurta-Jpr,Jaipur,Diamond A,Diamond B,Live
JOPLJPR4007-S,JOPLJPR4007,S,Tunics-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR601-M,JOPLJPR601,M,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR121-XXL,JOPLJPR121,XXL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
CS116WINE0626-XL,CS116WINE0626,XL,Pending,Pending,Launch Phase,Launch Phase,Live
JOPLJPR804B-L,JOPLJPR804B,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR124-L,JOPLJPR124,L,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR779-S,JOPLJPR779,S,Cotton Top,Jaipur,Platinum B,Platinum C,Live
JOPLJPR134-4XL,JOPLJPR134,4XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLST740-M,JOPLST740,M,Tunics-St,Surat,Closed,Closed,Closed
VRY12-XL,VRY12,XL,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLJPR2014-XXL,JOPLJPR2014,XXL,"Dress 46""",Jaipur,Slow Moving,Slow Moving,Live
JOPLVSRW4097-XXL,JOPLVSRW4097,XXL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR61-5XL,JOPLJPR61,5XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR826-XL,JOPLJPR826,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLST741-XL,JOPLST741,XL,Tunics-St,Surat,Closed,Closed,Closed
JOPLVSRW4292-8XL,JOPLVSRW4292,8XL,Rw Salwar Suit,Surat,Platinum C,Platinum A,Live
JOPLVSRW5131-6XL,JOPLVSRW5131,6XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLST285-XL,JOPLST285,XL,skd-st,Surat,New Listing,New Listing,Live
JOPLVSRW1163-L,JOPLVSRW1163,L,Rw Salwar Suit,Surat,Platinum C,Slow Moving,Live
JOPLJPR2017-XL,JOPLJPR2017,XL,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLJPR823-4XL,JOPLJPR823,4XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLMD142C,JOPLMD142C,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR152A-XL,JOPLJPR152A,XL,Kurta-Jpr,Jaipur,Platinum B,Platinum B,Live
JOPLVSRW5217-9XL,JOPLVSRW5217,9XL,Rw Salwar Suit,Surat,Slow Moving,Platinum C,Live
JOPLST715-L,JOPLST715,L,Tunics-St,Surat,Closed,Closed,Closed
JOPLVSMRW3988-7XL,JOPLVSMRW3988,7XL,Rw Salwar Suit,Surat,Platinum A,Diamond B,Live
JOPLJPR344-XXL,JOPLJPR344,XXL,"Dress 46""",Jaipur,Platinum C,Slow Moving,Live
JOPLST740-XL,JOPLST740,XL,Tunics-St,Surat,Closed,Closed,Closed
JOPLST226-XXL,JOPLST226,XXL,Skd-St,Surat,Closed,Closed,Closed
JOPLVSRW5208-M,JOPLVSRW5208,M,Rw Salwar Suit,Surat,Closed,Closed,Closed
VRY06-M,VRY06,M,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLJPR864-3XL,JOPLJPR864,3XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5213-XL,JOPLVSRW5213,XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLST271-M,JOPLST271,M,Skd-St,Surat,Closed,Closed,Closed
JOPLRJN08-XL,JOPLRJN08,XL,"Dress 46""",Jaipur,Closed,Closed,Closed
JOPLJPR840-M,JOPLJPR840,M,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSM4073,JOPLVSM4073,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLRJN29-L,SKU DELETED,L,Sku Deleted,Surat,Closed,Closed,Closed
JOPLJPR759-XS,JOPLJPR759,XS,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSRW5172-XXL,JOPLVSRW5172,XXL,Rw Salwar Suit,Surat,Diamond A,Diamond B,Live
JOPLVL210-L,JOPLVL210,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR724-XXL,JOPLJPR724,XXL,Cotton Top,Jaipur,Closed,Closed,Closed
MRAWAT18034,MRAWAT18034,Free,Wall Clocks,Surat,Closed,Closed,Closed
JOPLJPR812-XXL,JOPLJPR812,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
ROLY01A-L,ROLY01A,L,Western Top,Surat,Closed,Closed,Closed
JOPLMSFRTW1515I-3XL,JOPLMSFRTW1515I,3XL,Rtw,Surat,Closed,Closed,Closed
JOPLJPR7003-XL,JOPLJPR7003,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSRW5117-6XL,JOPLVSRW5117,6XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR28-M,JOPLJPR28,M,Kurta With Pant,Jaipur,Closed,Closed,Closed
JOPLVSRW5205-XXL,JOPLVSRW5205,XXL,Rw Salwar Suit,Surat,Platinum C,Platinum C,Live
JOPLVSRW5215-5XL,JOPLVSRW5215,5XL,Rw Salwar Suit,Surat,Slow Moving,Platinum C,Live
JOPLVSRW5203-5XL,JOPLVSRW5203,5XL,Rw Salwar Suit,Surat,Diamond C,Diamond C,Live
JOPLJPR4042-XXL,JOPLJPR4042,XXL,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLDI1021,JOPLDI1021,Free,Dress Material,Surat,Diamond C,Diamond C,Live
JOPLJPR137-M,JOPLJPR137,M,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR7031-L,JOPLJPR7031,L,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR334-S,JOPLJPR334,S,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLAI1008G,JOPLAI1008G,Free,Saree,Surat,Closed,Closed,Closed
CS118BLUE0626-S,CS118BLUE0626,S,Pending,Pending,Launch Phase,Launch Phase,Live
JOPLMSFRTW1509B1-S,JOPLMSFRTW1509B1,S,Rtw,Surat,Closed,Closed,Closed
JOPLJPR164-XL,JOPLJPR164,XL,KURTA-JPR,Jaipur,New Listing,New Listing,Live
JOPLJPR5003-XL,JOPLJPR5003,XL,Crop Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR797-XL,JOPLJPR797,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR604-XL,JOPLJPR604,XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR104-XL,JOPLJPR104,XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR705-XS,JOPLJPR705,XS,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR787-XL,JOPLJPR787,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLJPR517-M,JOPLJPR517,M,Kurta With Pant,Surat,Closed,Closed,Closed
JOPLVSMRW5156-9XL,JOPLVSMRW5156,9XL,Rw Salwar Suit,Surat,Slow Moving,Platinum B,Live
JOPLJPR4012-L,JOPLJPR4012,L,Tunics-Jpr,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR861-XL,JOPLJPR861,XL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW4182-6XL,JOPLVSRW4182,6XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSRW4181-XXL,JOPLVSRW4181,XXL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSMRW5149-3XL,JOPLVSMRW5149,3XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSRW5171-3XL,JOPLVSRW5171,3XL,Rw Salwar Suit,Surat,Diamond C,Platinum A,Live
JOPLJPR330-M,JOPLJPR330,M,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLMF335,JOPLMF335,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR726-M,JOPLJPR726,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSRW5204-M,JOPLVSRW5204,M,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR7018-S,JOPLJPR7018,S,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLJPR309-XS,JOPLJPR309,XS,"Dress 36""",Jaipur,Platinum C,Platinum C,Live
JOPLST01-XL,JOPLST01,XL,Kurta-St,Surat,Closed,Closed,Closed
JOPLJPR355-XS,JOPLJPR355,XS,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLJPR105-3XL,JOPLJPR105,3XL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLST256-S,JOPLST256,S,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR130-XXL,JOPLJPR130,XXL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLST269-M,JOPLST269,M,Skd-St,Surat,Platinum A,Platinum A,Live
JOPLVSRW5212-3XL,JOPLVSRW5212,3XL,Rw Salwar Suit,Surat,Platinum A,Platinum B,Live
JOPLMSFRTW1509C-4XL,JOPLMSFRTW1509C,4XL,Rtw,Surat,Closed,Closed,Closed
JOPLVSRW5215-10XL,JOPLVSRW5215,10XL,Rw Salwar Suit,Surat,Slow Moving,Platinum C,Live
JOPLKS13-S,JOPLKS13,S,Kurta-Jpr,Surat,Closed,Closed,Closed
JOPLVSRW5231-3XL,JOPLVSRW5231,3XL,RW Salwar suit,Surat,New Listing,New Listing,Live
JOPLJPR107-S,JOPLJPR107,S,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLST737-XXL,JOPLST737,XXL,Tunics-St,Surat,Closed,Closed,Closed
JOPLJPR4033-M,JOPLJPR4033,M,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW5177-6XL,JOPLVSRW5177,6XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR334-XL,JOPLJPR334,XL,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLST208-XL,JOPLST208,XL,Skd-St,Surat,Closed,Closed,Closed
JOPLVSRW5174-4XL,JOPLVSRW5174,4XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLLT2014,JOPLLT2014,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLDI1049,JOPLDI1049,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLST720-M,JOPLST720,M,Tunics-St,Surat,Closed,Closed,Closed
JOPLST719-M,JOPLST719,M,Tunics-St,Surat,Closed,Closed,Closed
JOPLVSMRW5149-8XL,JOPLVSMRW5149,8XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLST204-XXL,JOPLST204,XXL,Skd-St,Surat,Closed,Closed,Closed
JOPLRJN20-XXL,JOPLRJN20,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR114-XXL,JOPLJPR114,XXL,Kurta-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR7031-XXL,JOPLJPR7031,XXL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLLTRW2026-XXL,JOPLLTRW2026,XXL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLANG11012-S,JOPLANG11012,S,Skd-St,Surat,Closed,Closed,Closed
JOPLJPR159E-M,JOPLJPR159E,M,Kurta-Jpr,Jaipur,Platinum C,Platinum C,Live
JOPLDI1039,JOPLDI1039,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR735-L,JOPLJPR735,L,Cotton Top,Jaipur,Slow Moving,Slow Moving,Live
JOPLLTRW2013-10XL,JOPLLTRW2013,10XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVL251-XXL,JOPLVL251,XXL,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSRW4288-10XL,JOPLVSRW4288,10XL,Rw Salwar Suit,Surat,Platinum C,Platinum A,Live
JOPLVL212-L,JOPLVL212,L,Skd-Jpr,Jaipur,Diamond C,Diamond C,Live
JOPLVL248-L,JOPLVL248,L,Skd-Jpr,Jaipur,Closed,Closed,Closed
JOPLJPR749-L,JOPLJPR749,L,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLST218-S,JOPLST218,S,Skd-St,Surat,Diamond A,Diamond A,Live
JOPLJPR503-S,JOPLJPR503,S,Kurta With Pant,Jaipur,Closed,Closed,Closed
JOPLJPR44-XL,JOPLJPR44,XL,Kurta-Jpr,Jaipur,Diamond A,Diamond B,Live
JOPLJPR327-XS,JOPLJPR327,XS,"Dress 42 """,Jaipur,Closed,Closed,Closed
JOPLVSRW1167-M,JOPLVSRW1167,M,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLVSRW4293-3XL,JOPLVSRW4293,3XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR785-XL,JOPLJPR785,XL,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLST215-XXL,JOPLST215,XXL,Skd-St,Surat,Closed,Closed,Closed
JOPLDI1041,JOPLDI1041,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLST04-S,JOPLST04,S,Kurta-St,Surat,Closed,Closed,Closed
JOPLJPR4056-M,JOPLJPR4056,M,Tunics-Jpr,Jaipur,Closed,Closed,Closed
JOPLVSMRW4251-4XL,JOPLVSMRW4251,4XL,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLJPR165-S,JOPLJPR165,S,KURTA-JPR,Jaipur,New Listing,New Listing,Live
JOPLVSMRW5160-6XL,JOPLVSMRW5160,6XL,Rw Salwar Suit,Surat,Platinum A,Platinum A,Live
JOPLJPR777-M,JOPLJPR777,M,Cotton Top,Jaipur,Closed,Closed,Closed
JOPLVSRW4269-L,JOPLVSRW4269,L,Rw Salwar Suit,Surat,Closed,Closed,Closed
JOPLMD128A,JOPLMD128A,Free,Dress Material,Surat,Closed,Closed,Closed
JOPLJPR129-M,JOPLJPR129,M,Kurta-Jpr,Jaipur,Closed,Closed,Closed
