Master SKU,Style ID / Parent SKU,Size,Category,Location,Cost,Wholesale Price,Catalog Name,Up Price,Uniware Stock,FBA,FBF,SJIT,Launch Date
JOPLJPR339-M,JOPLJPR339,M,"Dress 36""",Jaipur,,,,,10,1,0,0,
JOPLJPR339-XL,JOPLJPR339,XL,"Dress 36""",Jaipur,,,,,6,6,0,0,
JOPLJPR339-XS,JOPLJPR339,XS,"Dress 36""",Jaipur,,,,,18,4,1,0,
JOPLJPR339-XXL,JOPLJPR339,XXL,"Dress 36""",Jaipur,,,,,18,4,1,0,
JOPLJPR355-L,JOPLJPR355,L,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR355-M,JOPLJPR355,M,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR355-S,JOPLJPR355,S,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR355-XL,JOPLJPR355,XL,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR355-XS,JOPLJPR355,XS,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR355-XXL,JOPLJPR355,XXL,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR356-L,JOPLJPR356,L,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR356-M,JOPLJPR356,M,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR356-S,JOPLJPR356,S,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR356-XL,JOPLJPR356,XL,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR356-XS,JOPLJPR356,XS,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR356-XXL,JOPLJPR356,XXL,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR357-L,JOPLJPR357,L,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR357-M,JOPLJPR357,M,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR357-S,JOPLJPR357,S,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR357-XL,JOPLJPR357,XL,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR357-XS,JOPLJPR357,XS,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR357-XXL,JOPLJPR357,XXL,"Dress 42 """,Jaipur,,,,,,,,,
JOPLJPR37-5XL,JOPLJPR37,5XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR37-6XL,JOPLJPR37,6XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR37-L,JOPLJPR37,L,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR37-M,JOPLJPR37,M,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR37-S,JOPLJPR37,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR37-XXL,JOPLJPR37,XXL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR38-XXL,JOPLJPR38,XXL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR40-XL,JOPLJPR40,XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR4014-3XL,JOPLJPR4014,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4014-L,JOPLJPR4014,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4014-M,JOPLJPR4014,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4014-S,JOPLJPR4014,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4014-XL,JOPLJPR4014,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4014-XXL,JOPLJPR4014,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4017-3XL,JOPLJPR4017,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4017-L,JOPLJPR4017,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4017-M,JOPLJPR4017,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4017-S,JOPLJPR4017,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4017-XL,JOPLJPR4017,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4017-XXL,JOPLJPR4017,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR402-L,JOPLJPR402,L,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR402-M,JOPLJPR402,M,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR402-S,JOPLJPR402,S,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR402-XL,JOPLJPR402,XL,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR402-XXL,JOPLJPR402,XXL,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR4028-S,JOPLJPR4028,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4028-3XL,JOPLJPR4028,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4028-L,JOPLJPR4028,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4028-M,JOPLJPR4028,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4028-XL,JOPLJPR4028,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4028-XXL,JOPLJPR4028,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4029-S,JOPLJPR4029,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4029-3XL,JOPLJPR4029,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4029-L,JOPLJPR4029,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4029-M,JOPLJPR4029,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4029-XL,JOPLJPR4029,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4029-XXL,JOPLJPR4029,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR403-L,JOPLJPR403,L,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR403-XL,JOPLJPR403,XL,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR4033-3XL,JOPLJPR4033,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4033-M,JOPLJPR4033,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4033-S,JOPLJPR4033,S,Tunics-Jpr,Jaipur,,,,,2,0,0,0,
JOPLJPR4033-XXL,JOPLJPR4033,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4033-L,JOPLJPR4033,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4033-XL,JOPLJPR4033,XL,Tunics-Jpr,Jaipur,,,,,1,0,0,0,
JOPLJPR4034-3XL,JOPLJPR4034,3XL,Tunics-Jpr,Jaipur,,,,,1,0,0,0,
JOPLJPR4034-XXL,JOPLJPR4034,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4034-S,JOPLJPR4034,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4034-L,JOPLJPR4034,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4034-M,JOPLJPR4034,M,Tunics-Jpr,Jaipur,,,,,1,0,0,0,
JOPLJPR4034-XL,JOPLJPR4034,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4036-XXL,JOPLJPR4036,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4036-3XL,JOPLJPR4036,3XL,Tunics-Jpr,Jaipur,,,,,3,0,0,0,
JOPLJPR4036-XL,JOPLJPR4036,XL,Tunics-Jpr,Jaipur,,,,,5,0,0,0,
JOPLJPR4036-M,JOPLJPR4036,M,Tunics-Jpr,Jaipur,,,,,1,0,0,0,
JOPLJPR4036-L,JOPLJPR4036,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4036-S,JOPLJPR4036,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4037-3XL,JOPLJPR4037,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4037-L,JOPLJPR4037,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4037-M,JOPLJPR4037,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4037-S,JOPLJPR4037,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4037-XL,JOPLJPR4037,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4037-XXL,JOPLJPR4037,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4038-3XL,JOPLJPR4038,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4038-L,JOPLJPR4038,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4038-M,JOPLJPR4038,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4038-S,JOPLJPR4038,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4038-XL,JOPLJPR4038,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4038-XXL,JOPLJPR4038,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4039-3XL,JOPLJPR4039,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4039-L,JOPLJPR4039,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4039-M,JOPLJPR4039,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4039-S,JOPLJPR4039,S,Tunics-Jpr,Jaipur,,,,,1,0,0,0,
JOPLJPR4039-XL,JOPLJPR4039,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4039-XXL,JOPLJPR4039,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR404-L,JOPLJPR404,L,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR404-M,JOPLJPR404,M,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR404-S,JOPLJPR404,S,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR404-XXL,JOPLJPR404,XXL,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR4040-S,JOPLJPR4040,S,Tunics-Jpr,Jaipur,,,,,1,0,0,0,
JOPLJPR4040-3XL,JOPLJPR4040,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4040-L,JOPLJPR4040,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4040-M,JOPLJPR4040,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4040-XL,JOPLJPR4040,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4040-XXL,JOPLJPR4040,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4041-3XL,JOPLJPR4041,3XL,Tunics-Jpr,Jaipur,,,,,2,0,0,0,
JOPLJPR4041-XL,JOPLJPR4041,XL,Tunics-Jpr,Jaipur,,,,,3,0,0,0,
JOPLJPR4041-S,JOPLJPR4041,S,Tunics-Jpr,Jaipur,,,,,1,0,0,0,
JOPLJPR4041-XXL,JOPLJPR4041,XXL,Tunics-Jpr,Jaipur,,,,,15,0,0,0,
JOPLJPR4041-M,JOPLJPR4041,M,Tunics-Jpr,Jaipur,,,,,1,0,0,0,
JOPLJPR4041-L,JOPLJPR4041,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4042-3XL,JOPLJPR4042,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4042-L,JOPLJPR4042,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4042-M,JOPLJPR4042,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4042-S,JOPLJPR4042,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4042-XL,JOPLJPR4042,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4042-XXL,JOPLJPR4042,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4043-S,JOPLJPR4043,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4043-3XL,JOPLJPR4043,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4043-L,JOPLJPR4043,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4043-M,JOPLJPR4043,M,Tunics-Jpr,Jaipur,,,,,2,0,0,0,
JOPLJPR4043-XL,JOPLJPR4043,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4043-XXL,JOPLJPR4043,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4044-3XL,JOPLJPR4044,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4044-L,JOPLJPR4044,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4044-M,JOPLJPR4044,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4044-S,JOPLJPR4044,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4044-XL,JOPLJPR4044,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4044-XXL,JOPLJPR4044,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4045-3XL,JOPLJPR4045,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4045-L,JOPLJPR4045,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4045-M,JOPLJPR4045,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4045-S,JOPLJPR4045,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4045-XL,JOPLJPR4045,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4045-XXL,JOPLJPR4045,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4046-3XL,JOPLJPR4046,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4046-L,JOPLJPR4046,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4046-M,JOPLJPR4046,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4046-S,JOPLJPR4046,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4046-XL,JOPLJPR4046,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4046-XXL,JOPLJPR4046,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4047-S,JOPLJPR4047,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4047-3XL,JOPLJPR4047,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4047-L,JOPLJPR4047,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4047-M,JOPLJPR4047,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4047-XL,JOPLJPR4047,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4047-XXL,JOPLJPR4047,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4048-3XL,JOPLJPR4048,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4048-L,JOPLJPR4048,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4048-M,JOPLJPR4048,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4048-S,JOPLJPR4048,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4048-XL,JOPLJPR4048,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4048-XXL,JOPLJPR4048,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4050-3XL,JOPLJPR4050,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4050-L,JOPLJPR4050,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4050-M,JOPLJPR4050,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4050-S,JOPLJPR4050,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4050-XL,JOPLJPR4050,XL,Tunics-Jpr,Jaipur,,,,,2,0,0,0,
JOPLJPR4050-XXL,JOPLJPR4050,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4051-L,JOPLJPR4051,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4051-XL,JOPLJPR4051,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4051-3XL,JOPLJPR4051,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4051-XXL,JOPLJPR4051,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4051-M,JOPLJPR4051,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4051-S,JOPLJPR4051,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4054-3XL,JOPLJPR4054,3XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4054-L,JOPLJPR4054,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4054-M,JOPLJPR4054,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4054-S,JOPLJPR4054,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4054-XL,JOPLJPR4054,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4054-XXL,JOPLJPR4054,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4055-3XL,JOPLJPR4055,3XL,Tunics-Jpr,Jaipur,,,,,1,0,0,0,
JOPLJPR4055-L,JOPLJPR4055,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4055-M,JOPLJPR4055,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4055-S,JOPLJPR4055,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4055-XL,JOPLJPR4055,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4055-XXL,JOPLJPR4055,XXL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4056-XL,JOPLJPR4056,XL,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4056-XXL,JOPLJPR4056,XXL,Tunics-Jpr,Jaipur,,,,,8,0,0,0,
JOPLJPR4056-3XL,JOPLJPR4056,3XL,Tunics-Jpr,Jaipur,,,,,2,0,0,0,
JOPLJPR4056-L,JOPLJPR4056,L,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4056-S,JOPLJPR4056,S,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR4056-M,JOPLJPR4056,M,Tunics-Jpr,Jaipur,,,,,,,,,
JOPLJPR408-L,JOPLJPR408,L,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR408-M,JOPLJPR408,M,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR408-S,JOPLJPR408,S,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR408-XXL,JOPLJPR408,XXL,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR410-L,JOPLJPR410,L,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR410-M,JOPLJPR410,M,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR410-S,JOPLJPR410,S,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR410-XL,JOPLJPR410,XL,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR410-XXL,JOPLJPR410,XXL,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR412-L,JOPLJPR412,L,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR412-M,JOPLJPR412,M,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR412-S,JOPLJPR412,S,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR412-XL,JOPLJPR412,XL,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR412-XXL,JOPLJPR412,XXL,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR414-XL,JOPLJPR414,XL,Plazzo Pant,Jaipur,,,,,,,,,
JOPLJPR42-S,JOPLJPR42,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR45-S,JOPLJPR45,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR49-S,JOPLJPR49,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR49-3XL,JOPLJPR49,3XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR49-L,JOPLJPR49,L,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR49-M,JOPLJPR49,M,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR49-XL,JOPLJPR49,XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR49-XXL,JOPLJPR49,XXL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR50-S,JOPLJPR50,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR5005-XS,JOPLJPR5005,XS,Crop Top,Jaipur,,,,,,,,,
JOPLJPR5005-L,JOPLJPR5005,L,Crop Top,Jaipur,,,,,,,,,
JOPLJPR5005-M,JOPLJPR5005,M,Crop Top,Jaipur,,,,,,,,,
JOPLJPR5005-S,JOPLJPR5005,S,Crop Top,Jaipur,,,,,,,,,
JOPLJPR5005-XL,JOPLJPR5005,XL,Crop Top,Jaipur,,,,,,,,,
JOPLJPR5005-XXL,JOPLJPR5005,XXL,Crop Top,Jaipur,,,,,,,,,
JOPLJPR502-XL,JOPLJPR502,XL,Kurta With Pant,Jaipur,,,,,,,,,
JOPLJPR503-S,JOPLJPR503,S,Kurta With Pant,Jaipur,,,,,,,,,
JOPLJPR504-XL,JOPLJPR504,XL,Kurta With Pant,Jaipur,,,,,,,,,
JOPLJPR505-S,JOPLJPR505,S,Kurta With Pant,Jaipur,,,,,,,,,
JOPLJPR506-S,JOPLJPR506,S,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR506-L,JOPLJPR506,L,Kurta With Pant,Surat,,,,,1,0,0,0,
JOPLJPR506-XL,JOPLJPR506,XL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR506-XXL,JOPLJPR506,XXL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR506-M,JOPLJPR506,M,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR507-L,JOPLJPR507,L,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR507-M,JOPLJPR507,M,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR507-S,JOPLJPR507,S,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR507-XL,JOPLJPR507,XL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR507-XXL,JOPLJPR507,XXL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR508-S,JOPLJPR508,S,Kurta With Pant,Surat,,,,,2,0,0,0,
JOPLJPR508-L,JOPLJPR508,L,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR508-M,JOPLJPR508,M,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR508-XL,JOPLJPR508,XL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR508-XXL,JOPLJPR508,XXL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR509-L,JOPLJPR509,L,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR509-M,JOPLJPR509,M,Kurta With Pant,Surat,,,,,3,0,0,0,
JOPLJPR509-XL,JOPLJPR509,XL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR509-XXL,JOPLJPR509,XXL,Kurta With Pant,Surat,,,,,1,0,0,0,
JOPLJPR509-S,JOPLJPR509,S,Kurta With Pant,Surat,,,,,7,0,0,0,
JOPLJPR51-S,JOPLJPR51,S,Kurta-Jpr,Surat,,,,,,,,,
JOPLJPR510-L,JOPLJPR510,L,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR510-M,JOPLJPR510,M,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR510-S,JOPLJPR510,S,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR510-XL,JOPLJPR510,XL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR510-XXL,JOPLJPR510,XXL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR511-L,JOPLJPR511,L,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR511-M,JOPLJPR511,M,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR511-S,JOPLJPR511,S,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR511-XL,JOPLJPR511,XL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR511-XXL,JOPLJPR511,XXL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR514-S,JOPLJPR514,S,Kurta With Pant,Jaipur,,,,,2,0,0,0,
JOPLJPR514-L,JOPLJPR514,L,Kurta With Pant,Jaipur,,,,,,,,,
JOPLJPR514-M,JOPLJPR514,M,Kurta With Pant,Jaipur,,,,,,,,,
JOPLJPR514-XL,JOPLJPR514,XL,Kurta With Pant,Jaipur,,,,,,,,,
JOPLJPR514-XXL,JOPLJPR514,XXL,Kurta With Pant,Jaipur,,,,,,,,,
JOPLJPR515-XL,JOPLJPR515,XL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR515-XXL,JOPLJPR515,XXL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR515-L,JOPLJPR515,L,Kurta With Pant,Surat,,,,,13,0,0,0,
JOPLJPR515-M,JOPLJPR515,M,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR515-S,JOPLJPR515,S,Kurta With Pant,Surat,,,,,93,0,0,0,
JOPLJPR516-M,JOPLJPR516,M,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR516-L,JOPLJPR516,L,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR516-S,JOPLJPR516,S,Kurta With Pant,Surat,,,,,5,0,0,0,
JOPLJPR516-XL,JOPLJPR516,XL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR516-XXL,JOPLJPR516,XXL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR517-S,JOPLJPR517,S,Kurta With Pant,Surat,,,,,8,0,0,0,
JOPLJPR517-M,JOPLJPR517,M,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR517-L,JOPLJPR517,L,Kurta With Pant,Surat,,,,,1,0,0,0,
JOPLJPR517-XL,JOPLJPR517,XL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR517-XXL,JOPLJPR517,XXL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR519-S,JOPLJPR519,S,Kurta With Pant,Surat,,,,,0,0,0,0,
JOPLJPR519-M,JOPLJPR519,M,Kurta With Pant,Surat,,,,,0,0,0,0,
JOPLJPR519-XL,JOPLJPR519,XL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR519-L,JOPLJPR519,L,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR519-XXL,JOPLJPR519,XXL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR52-S,JOPLJPR52,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR520-XL,JOPLJPR520,XL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR520-L,JOPLJPR520,L,Kurta With Pant,Surat,,,,,1,0,0,0,
JOPLJPR520-XXL,JOPLJPR520,XXL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR520-M,JOPLJPR520,M,Kurta With Pant,Surat,,,,,22,0,0,0,
JOPLJPR520-S,JOPLJPR520,S,Kurta With Pant,Surat,,,,,8,0,0,0,
JOPLJPR522-S,JOPLJPR522,S,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR522-XXL,JOPLJPR522,XXL,Kurta With Pant,Surat,,,,,,,,,
