Master SKU,Style ID / Parent SKU,Size,Category,Location,Cost,Wholesale Price,Catalog Name,Up Price,Uniware Stock,FBA,FBF,SJIT,Launch Date
JOPLJPR522-L,JOPLJPR522,L,Kurta With Pant,Surat,,,,,3,0,0,0,
JOPLJPR522-M,JOPLJPR522,M,Kurta With Pant,Surat,,,,,5,0,0,0,
JOPLJPR522-XL,JOPLJPR522,XL,Kurta With Pant,Surat,,,,,3,0,0,0,
JOPLJPR523-XXL,JOPLJPR523,XXL,Kurta With Pant,Surat,,,,,,,,,
JOPLJPR523-XL,JOPLJPR523,XL,Kurta With Pant,Surat,,,,,2,0,0,0,
JOPLJPR523-L,JOPLJPR523,L,Kurta With Pant,Surat,,,,,3,0,0,0,
JOPLJPR523-M,JOPLJPR523,M,Kurta With Pant,Surat,,,,,4,0,0,0,
JOPLJPR523-S,JOPLJPR523,S,Kurta With Pant,Surat,,,,,6,0,0,0,
JOPLJPR53-M,JOPLJPR53,M,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR56-S,JOPLJPR56,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR57-S,JOPLJPR57,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR57-M,JOPLJPR57,M,Kurta-Jpr,Jaipur,,,,,4,0,0,0,
JOPLJPR57-3XL,JOPLJPR57,3XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR57-4XL,JOPLJPR57,4XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR57-5XL,JOPLJPR57,5XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR57-6XL,JOPLJPR57,6XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR57-L,JOPLJPR57,L,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR57-XL,JOPLJPR57,XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR57-XXL,JOPLJPR57,XXL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR58-3XL,JOPLJPR58,3XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR58-6XL,JOPLJPR58,6XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR58-L,JOPLJPR58,L,Kurta-Jpr,Jaipur,,,,,3,0,0,0,
JOPLJPR58-M,JOPLJPR58,M,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR58-S,JOPLJPR58,S,Kurta-Jpr,Jaipur,,,,,3,0,0,0,
JOPLJPR58-XL,JOPLJPR58,XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR58-XXL,JOPLJPR58,XXL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR601-L,JOPLJPR601,L,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR601-M,JOPLJPR601,M,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR601-S,JOPLJPR601,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR601-XL,JOPLJPR601,XL,Kurta-Jpr,Jaipur,,,,,6,0,0,0,
JOPLJPR601-XXL,JOPLJPR601,XXL,Kurta-Jpr,Jaipur,,,,,2,0,0,0,
JOPLJPR602-L,JOPLJPR602,L,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR602-M,JOPLJPR602,M,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR602-S,JOPLJPR602,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR602-XXL,JOPLJPR602,XXL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR603-L,JOPLJPR603,L,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR603-M,JOPLJPR603,M,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR603-S,JOPLJPR603,S,Kurta-Jpr,Jaipur,,,,,2,0,0,0,
JOPLJPR603-XL,JOPLJPR603,XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR604-L,JOPLJPR604,L,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR604-M,JOPLJPR604,M,Kurta-Jpr,Jaipur,,,,,1,0,0,0,
JOPLJPR604-S,JOPLJPR604,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR604-XL,JOPLJPR604,XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR604-XXL,JOPLJPR604,XXL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR606-3XL,JOPLJPR606,3XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR606-XL,JOPLJPR606,XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR607-3XL,JOPLJPR607,3XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR607-L,JOPLJPR607,L,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR607-M,JOPLJPR607,M,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR607-S,JOPLJPR607,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR607-XL,JOPLJPR607,XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR61-M,JOPLJPR61,M,Kurta-Jpr,Jaipur,,,,,1,0,0,0,
JOPLJPR61-S,JOPLJPR61,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR61-XXL,JOPLJPR61,XXL,Kurta-Jpr,Jaipur,,,,,5,0,0,0,
JOPLJPR61-3XL,JOPLJPR61,3XL,Kurta-Jpr,Jaipur,,,,,1,0,0,0,
JOPLJPR61-4XL,JOPLJPR61,4XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR61-5XL,JOPLJPR61,5XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR61-6XL,JOPLJPR61,6XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR61-L,JOPLJPR61,L,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR61-XL,JOPLJPR61,XL,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR64-L,JOPLJPR64,L,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR64-S,JOPLJPR64,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR7001-XS,JOPLJPR7001,XS,Cotton Top,Jaipur,,,,,2,0,0,0,
JOPLJPR7001-L,JOPLJPR7001,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7001-M,JOPLJPR7001,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7001-S,JOPLJPR7001,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7001-XL,JOPLJPR7001,XL,Cotton Top,Jaipur,,,,,1,0,0,0,
JOPLJPR7001-XXL,JOPLJPR7001,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7002-L,JOPLJPR7002,L,Cotton Top,Jaipur,,,,,1,0,0,0,
JOPLJPR7002-M,JOPLJPR7002,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7002-S,JOPLJPR7002,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7002-XL,JOPLJPR7002,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7002-XS,JOPLJPR7002,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7002-XXL,JOPLJPR7002,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7003-XL,JOPLJPR7003,XL,Cotton Top,Jaipur,,,,,3,0,0,0,
JOPLJPR7003-XXL,JOPLJPR7003,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7003-L,JOPLJPR7003,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7003-M,JOPLJPR7003,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7003-S,JOPLJPR7003,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7003-XS,JOPLJPR7003,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7005-L,JOPLJPR7005,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7005-M,JOPLJPR7005,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7005-S,JOPLJPR7005,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7005-XL,JOPLJPR7005,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7005-XS,JOPLJPR7005,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7005-XXL,JOPLJPR7005,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7008-L,JOPLJPR7008,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7008-M,JOPLJPR7008,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7008-S,JOPLJPR7008,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7008-XL,JOPLJPR7008,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7008-XS,JOPLJPR7008,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7008-XXL,JOPLJPR7008,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7009-L,JOPLJPR7009,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7009-M,JOPLJPR7009,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7009-S,JOPLJPR7009,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7009-XL,JOPLJPR7009,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7009-XS,JOPLJPR7009,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7009-XXL,JOPLJPR7009,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR701-XL,JOPLJPR701,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR701-L,JOPLJPR701,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR701-M,JOPLJPR701,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR701-S,JOPLJPR701,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR701-XXL,JOPLJPR701,XXL,Cotton Top,Jaipur,,,,,0,0,0,0,
JOPLJPR7010-L,JOPLJPR7010,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7010-M,JOPLJPR7010,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7010-S,JOPLJPR7010,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7010-XL,JOPLJPR7010,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7010-XS,JOPLJPR7010,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7010-XXL,JOPLJPR7010,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7011-L,JOPLJPR7011,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7011-M,JOPLJPR7011,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7011-S,JOPLJPR7011,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7011-XL,JOPLJPR7011,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7011-XS,JOPLJPR7011,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7011-XXL,JOPLJPR7011,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7013-L,JOPLJPR7013,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7013-S,JOPLJPR7013,S,Cotton Top,Jaipur,,,,,6,0,0,0,
JOPLJPR7013-XL,JOPLJPR7013,XL,Cotton Top,Jaipur,,,,,14,0,0,0,
JOPLJPR7013-XS,JOPLJPR7013,XS,Cotton Top,Jaipur,,,,,5,0,0,0,
JOPLJPR7013-XXL,JOPLJPR7013,XXL,Cotton Top,Jaipur,,,,,18,0,0,0,
JOPLJPR7013-M,JOPLJPR7013,M,Cotton Top,Jaipur,,,,,1,0,0,0,
JOPLJPR7014-XS,JOPLJPR7014,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7014-L,JOPLJPR7014,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7014-XXL,JOPLJPR7014,XXL,Cotton Top,Jaipur,,,,,5,0,0,0,
JOPLJPR7014-M,JOPLJPR7014,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7014-S,JOPLJPR7014,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7014-XL,JOPLJPR7014,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR702-XXL,JOPLJPR702,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR702-L,JOPLJPR702,L,Cotton Top,Jaipur,,,,,1,0,0,0,
JOPLJPR702-M,JOPLJPR702,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR702-S,JOPLJPR702,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR702-XL,JOPLJPR702,XL,Cotton Top,Jaipur,,,,,2,0,0,0,
JOPLJPR702-XS,JOPLJPR702,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7023-XXL,JOPLJPR7023,XXL,Cotton Top,Jaipur,,,,,14,0,0,0,
JOPLJPR7023-L,JOPLJPR7023,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7023-XS,JOPLJPR7023,XS,Cotton Top,Jaipur,,,,,1,0,0,0,
JOPLJPR7023-S,JOPLJPR7023,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7023-XL,JOPLJPR7023,XL,Cotton Top,Jaipur,,,,,10,0,0,0,
JOPLJPR7023-M,JOPLJPR7023,M,Cotton Top,Jaipur,,,,,2,0,0,0,
JOPLJPR7024-L,JOPLJPR7024,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7024-M,JOPLJPR7024,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7024-S,JOPLJPR7024,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7024-XL,JOPLJPR7024,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7024-XS,JOPLJPR7024,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7024-XXL,JOPLJPR7024,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7025-L,JOPLJPR7025,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7025-M,JOPLJPR7025,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7025-S,JOPLJPR7025,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7025-XL,JOPLJPR7025,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7025-XS,JOPLJPR7025,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7025-XXL,JOPLJPR7025,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7026-L,JOPLJPR7026,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7026-M,JOPLJPR7026,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7026-S,JOPLJPR7026,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7026-XL,JOPLJPR7026,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7026-XS,JOPLJPR7026,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7026-XXL,JOPLJPR7026,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7027-L,JOPLJPR7027,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7027-M,JOPLJPR7027,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7027-S,JOPLJPR7027,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7027-XL,JOPLJPR7027,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7027-XS,JOPLJPR7027,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7027-XXL,JOPLJPR7027,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7028-L,JOPLJPR7028,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7028-M,JOPLJPR7028,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7028-S,JOPLJPR7028,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7028-XL,JOPLJPR7028,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7028-XS,JOPLJPR7028,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7028-XXL,JOPLJPR7028,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7029-L,JOPLJPR7029,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7029-M,JOPLJPR7029,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7029-S,JOPLJPR7029,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7029-XL,JOPLJPR7029,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7029-XS,JOPLJPR7029,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7029-XXL,JOPLJPR7029,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR703-S,JOPLJPR703,S,Cotton Top,Jaipur,,,,,6,0,0,0,
JOPLJPR703-L,JOPLJPR703,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR703-XS,JOPLJPR703,XS,Cotton Top,Jaipur,,,,,5,0,0,0,
JOPLJPR703-3XL,JOPLJPR703,3XL,Cotton Top,Jaipur,,,,,22,0,0,0,
JOPLJPR703-XXL,JOPLJPR703,XXL,Cotton Top,Jaipur,,,,,15,0,0,0,
JOPLJPR703-M,JOPLJPR703,M,Cotton Top,Jaipur,,,,,1,0,0,0,
JOPLJPR703-XL,JOPLJPR703,XL,Cotton Top,Jaipur,,,,,1,0,0,0,
JOPLJPR7030-L,JOPLJPR7030,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7030-M,JOPLJPR7030,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7030-S,JOPLJPR7030,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7030-XL,JOPLJPR7030,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7030-XS,JOPLJPR7030,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7030-XXL,JOPLJPR7030,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7031-L,JOPLJPR7031,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7031-M,JOPLJPR7031,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7031-S,JOPLJPR7031,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7031-XL,JOPLJPR7031,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7031-XS,JOPLJPR7031,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7031-XXL,JOPLJPR7031,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7032-L,JOPLJPR7032,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7032-M,JOPLJPR7032,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7032-S,JOPLJPR7032,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7032-XL,JOPLJPR7032,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7032-XS,JOPLJPR7032,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7032-XXL,JOPLJPR7032,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7033-L,JOPLJPR7033,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7033-M,JOPLJPR7033,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7033-S,JOPLJPR7033,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7033-XL,JOPLJPR7033,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7033-XS,JOPLJPR7033,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7033-XXL,JOPLJPR7033,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7034-L,JOPLJPR7034,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7034-M,JOPLJPR7034,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7034-S,JOPLJPR7034,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7034-XL,JOPLJPR7034,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7034-XS,JOPLJPR7034,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7034-XXL,JOPLJPR7034,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7035-L,JOPLJPR7035,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7035-M,JOPLJPR7035,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7035-S,JOPLJPR7035,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7035-XL,JOPLJPR7035,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7035-XS,JOPLJPR7035,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7035-XXL,JOPLJPR7035,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7039-M,JOPLJPR7039,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7039-L,JOPLJPR7039,L,Cotton Top,Jaipur,,,,,1,0,0,0,
JOPLJPR7039-XXL,JOPLJPR7039,XXL,Cotton Top,Jaipur,,,,,4,0,0,0,
JOPLJPR7039-XL,JOPLJPR7039,XL,Cotton Top,Jaipur,,,,,2,0,0,0,
JOPLJPR7039-XS,JOPLJPR7039,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7039-S,JOPLJPR7039,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7043-XXL,JOPLJPR7043,XXL,Cotton Top,Jaipur,,,,,1,0,0,0,
JOPLJPR7043-M,JOPLJPR7043,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7043-S,JOPLJPR7043,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7043-XL,JOPLJPR7043,XL,Cotton Top,Jaipur,,,,,2,0,0,0,
JOPLJPR7043-L,JOPLJPR7043,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7043-XS,JOPLJPR7043,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7044-L,JOPLJPR7044,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7044-M,JOPLJPR7044,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7044-S,JOPLJPR7044,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7044-XL,JOPLJPR7044,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7044-XS,JOPLJPR7044,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR7044-XXL,JOPLJPR7044,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR71-S,JOPLJPR71,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR712-M,JOPLJPR712,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR712-XS,JOPLJPR712,XS,Cotton Top,Jaipur,,,,,31,0,0,0,
JOPLJPR712-XXL,JOPLJPR712,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR712-L,JOPLJPR712,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR712-S,JOPLJPR712,S,Cotton Top,Jaipur,,,,,5,0,0,0,
JOPLJPR712-XL,JOPLJPR712,XL,Cotton Top,Jaipur,,,,,5,0,0,0,
JOPLJPR715-XXL,JOPLJPR715,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR715-L,JOPLJPR715,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR715-M,JOPLJPR715,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR715-S,JOPLJPR715,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR715-XL,JOPLJPR715,XL,Cotton Top,Jaipur,,,,,2,0,0,0,
JOPLJPR715-XS,JOPLJPR715,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR717-L,JOPLJPR717,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR717-M,JOPLJPR717,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR717-S,JOPLJPR717,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR717-XL,JOPLJPR717,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR717-XS,JOPLJPR717,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR717-XXL,JOPLJPR717,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR719-XXL,JOPLJPR719,XXL,Cotton Top,Jaipur,,,,,3,0,0,0,
JOPLJPR719-S,JOPLJPR719,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR719-L,JOPLJPR719,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR719-M,JOPLJPR719,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR719-XL,JOPLJPR719,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR719-XS,JOPLJPR719,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR72-S,JOPLJPR72,S,Kurta-Jpr,Jaipur,,,,,,,,,
JOPLJPR720-S,JOPLJPR720,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR721-L,JOPLJPR721,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR721-M,JOPLJPR721,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR721-S,JOPLJPR721,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR721-XL,JOPLJPR721,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR721-XS,JOPLJPR721,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR721-XXL,JOPLJPR721,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR722-XS,JOPLJPR722,XS,Cotton Top,Jaipur,,,,,22,0,0,0,
JOPLJPR722-L,JOPLJPR722,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR722-M,JOPLJPR722,M,Cotton Top,Jaipur,,,,,1,0,0,0,
JOPLJPR722-S,JOPLJPR722,S,Cotton Top,Jaipur,,,,,1,0,0,0,
JOPLJPR722-XL,JOPLJPR722,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR722-XXL,JOPLJPR722,XXL,Cotton Top,Jaipur,,,,,21,0,0,0,
JOPLJPR723-L,JOPLJPR723,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR723-M,JOPLJPR723,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR723-S,JOPLJPR723,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR723-XL,JOPLJPR723,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR723-XS,JOPLJPR723,XS,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR723-XXL,JOPLJPR723,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR724-L,JOPLJPR724,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR724-M,JOPLJPR724,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR724-S,JOPLJPR724,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR724-XL,JOPLJPR724,XL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR724-XS,JOPLJPR724,XS,Cotton Top,Jaipur,,,,,1,0,0,0,
JOPLJPR724-XXL,JOPLJPR724,XXL,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR725-L,JOPLJPR725,L,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR725-S,JOPLJPR725,S,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR725-M,JOPLJPR725,M,Cotton Top,Jaipur,,,,,,,,,
JOPLJPR725-XS,JOPLJPR725,XS,Cotton Top,Jaipur,,,,,14,0,0,0,
